id_canal,name_canal,Water Storage,TEMP_54,TEMP_55,TEMP_56,TEMP_57,pH_54,pH_55,pH_56,pH_57,DO_54,DO_55,DO_56,DO_57,H2S_54,H2S_55,H2S_56,H2S_57,BOD_54,BOD_55,BOD_56,BOD_57,COD_54,COD_55,COD_56,COD_57,SS_54,SS_55,SS_56,SS_57,TKN_54,TKN_55,TKN_56,TKN_57,NH3N_54,NH3N_55,NH3N_56,NH3N_57,NO2_54,NO2_55,NO2_56,NO2_57,NO3_54,NO3_55,NO3_56,NO3_57,T-P_54,T-P_55,T-P_56,T-P_57
126,คลองบุปผา,สน.บุปผาราม,30.7,30.8,30.3,30.5,7.5,7.5,7.5,7.5,3,2.7,2.8,2.1,0,0,0,0,7.4,6.2,6.3,11.7,75.5,72.2,61.5,64.7,15.5,10.1,14.9,22.8,1.6,2.1,2.4,2.4,1,0.7,0.8,0.9,0.8,0.4,0.1,0.1,0.5,0.7,0.3,0.5,1.2,1.3,1.6,1.6
127,คลองประปา,ในเขื่อนตลาดบางซื่อตัดกับคลองเปรม,29.1,29.5,28.8,29.1,7.3,7.2,7.7,7.3,4.2,5,5.4,4.8,0,0,0,0,2.8,2.6,2.7,2.9,27.3,39.9,31.8,22.5,37.6,37.1,25.8,30.5,2.5,2.9,3.5,2.2,0.1,0,0.2,0.1,0,0,0.1,0,1.9,1.5,1.3,2,0.1,0.2,0.1,0.2
128,คลองประปา,นอกเขื่อนตัดกับ ถ.แจ้งวัฒนะ,29.3,29.2,29.1,29.1,7.4,7.1,7.6,7.3,4.6,5,4.8,5.3,0,0,0,0,3.3,2,2.7,2.1,33,25.4,30.8,28.8,25.7,37.8,26.1,30.8,3.8,2.6,4.1,3,0.1,0,0.2,0.2,0,0,0,0,1.7,1.8,1.7,1.8,0.2,0.1,0.2,0.2
129,คลองประเวศบุรีรมย์,หน้าวัดลานบุญ,30.1,29.4,29.4,29.9,7.1,6.9,7.3,7.2,1.9,2.1,1.7,1.6,0,0,0,0,6.2,5.3,5.4,7.8,47,50.6,110.9,61.8,17.3,23.9,17.5,19.3,4.9,4.4,7.8,8.3,2.8,1.7,4.7,5.2,0.1,0.3,0.3,0.2,2.3,2.1,1.9,2.6,0.4,0.4,0.9,0.8
130,คลองประเวศบุรีรมย์,สำนักงานเขตลาดกระบัง,30.1,29.4,29.4,29.9,7.1,7,7.3,7.3,3,4,2,3.7,0,0,0.1,0,5.2,5.1,5.9,6.8,36.6,46.1,111.5,67.7,15.7,23.3,17,24.8,5.2,4.3,8.6,6.4,1.8,1.3,5.3,3.5,0.2,0.5,0.4,0.2,2.2,2.1,2.2,2.5,0.4,0.3,0.9,0.7
131,คลองประเวศบุรีรมย์,ถ.พัฒนาการ,30.1,29.4,29.4,29.9,7.2,7.1,7.4,7.3,1.8,2.6,2,3,0,0.1,0,0,8.3,10.7,5.3,8.4,55.3,62.5,122.9,82,15.1,23,16,18.7,5.8,7,8.3,10.3,3.2,4.1,4.8,6.8,0.1,0.2,0.4,0.1,2.3,2.1,2.1,2.4,0.5,0.7,1,0.8
132,คลองปลัดเปรียง,ถ.เฉลิมพระเกียรติ ร.9 มัสยิดซะห์ร่อตุ้ลอิสลาม,30.3,28.8,29.1,29.8,7.1,7,7.4,7.1,0.9,0.4,0.3,0.2,0.3,0.1,0.9,2.1,10.1,9.8,9.3,11.5,59.5,60.5,60.3,57.6,9.8,11.9,13.9,12.1,5.9,7.1,8.8,11.1,3.7,3.7,5.4,7.7,0.2,0.2,0.3,0.2,3.1,2.5,2.9,3.1,0.6,0.9,1.1,1
133,คลองปลัดเปรียง,ทางลัดเข้า ซ.ร่มเย็น,30.3,28.8,29.1,29.8,7.1,7.1,7.4,7.1,1.7,0.6,0.3,0,0.7,0.1,0.6,3.1,9.6,9.6,7.9,12.3,62.1,57.5,63.6,51.8,11.8,14.1,17.5,14.3,6.4,7.2,8,10.4,3.7,3.2,4.7,7.8,0.3,0.3,0.3,0.1,3.1,2.6,3,3.1,0.6,0.9,1.1,0.9
134,คลองเปรมประชากร,สี่แยกสะพานแดง,29.3,29.2,28.9,30.3,7.1,6.9,7.4,7.1,1.8,1.8,1.8,1.6,0,0,0,0,9.2,8.3,10.1,7.2,42.1,34.6,80.4,41.5,18,17,10.1,16.4,6.7,6.1,8.4,7.6,3.6,3.1,6.2,5.4,0.2,0.4,0.1,0.3,2.7,1.9,3.6,1.8,0.6,0.6,1,0.7
135,คลองเปรมประชากร,ตลาดบางซื่อ,29.3,29.2,28.9,30.3,7,6.8,7.4,7.2,1.1,1,0.8,0.8,0,0,0,0.2,8.1,9.3,10.4,9.1,48.4,66.5,111.1,55.8,27.2,31.1,20.8,30.3,6.2,5.8,9,8.7,3.2,3.3,6.1,6,0.3,0.5,0.2,0.2,2.4,1.9,3,2.1,0.6,0.6,1,0.8
136,คลองเปรมประชากร,ทัณฑสถานวัยหนุ่ม (ถ.งามวงศ์วาน),29.2,29.2,28.9,30.3,7,6.9,7.4,7.2,1.2,1.2,1.3,0.7,0,0.1,0,0.2,6.7,7.9,7.1,9.6,44.2,44.6,116.6,73.3,30.5,46.2,24.5,50.8,5.8,5.5,6,8.5,2.7,2.8,4.4,6,0.2,0.4,0.2,0.2,1.9,1.8,2.8,1.8,0.6,0.5,0.7,0.8
137,คลองเปรมประชากร,เทศบาลสงเคราะห์ (วัดเสมียนนารี),29.2,29.2,28.9,30.3,7,6.8,7.4,7.2,1.1,0.8,1.4,0.4,0.1,0,0.1,0.3,7.3,8.8,9.5,10.2,55.8,56.3,87.4,58.7,42,73.5,18.8,48.8,4.8,6.4,8.8,9.1,2.9,3.4,6.1,6.9,0.1,0.4,0.1,0.1,1.9,1.7,2.9,1.7,0.6,0.5,0.8,0.8
138,คลองเปรมประชากร,ถ.เศรษฐศิริ (สะพานเกษะโกมล),29.3,29.2,28.9,30.3,7.1,6.9,7.6,7.2,1,1,1.5,1.4,0.1,0,0,0.1,10.1,8.5,9.6,8.3,65.6,43,83,47.8,15.5,22.6,19.8,19.8,6.9,5.8,9.3,8,4.6,3.2,5.5,5.2,0.2,0.4,0.1,0.3,2.2,1.7,2.8,1.8,0.6,0.6,1,0.8
139,คลองเปรมประชากร,ถ.ศรีอยุธยา (วัดเบญจมบพิตร),29.3,29.2,28.9,30.3,7.1,7,7.6,7.2,1.9,2.7,3.2,2.4,0,0,0,0,5.6,5.2,6.1,5,50.4,28.2,87.9,43.4,14.8,22.6,35.3,21,6.1,4.4,5.8,5,2.8,2,2.3,2.5,0.1,0.5,0.1,0.5,1.7,1.7,3,2.2,0.5,0.4,0.6,0.5
140,คลองเปรมประชากร,ถ.แจ้งวัฒนะ,29.2,29.2,28.9,30.3,7,6.9,7.4,7.2,0.5,0.1,0.4,0.2,0.3,0.4,0.5,1.4,10.3,13.7,14,11.4,49.5,55.5,90,52.7,17.8,16.8,12.5,17.7,6.8,8.8,10.4,9.6,3.7,5.3,7.6,7.6,0.1,0.3,0.2,0.1,2.3,2,3.4,1.9,0.7,0.8,1,0.9
141,คลองเปรมประชากร,ถ.เตชะตุงคะ ใกล้ สน.ดอนเมือง,29.2,29.2,28.9,30.3,7,6.9,7.4,7.2,0.6,0.8,0.3,0.1,1.1,0.3,0.4,1,12.9,10.1,13.5,13.3,63.5,51.5,55.8,49,16.6,17.2,13.8,16.3,6.8,8.5,9,10.6,4.5,5,6,8.3,0.1,0.5,0.2,0.1,2.3,2.2,3.5,1.9,0.7,0.7,0.9,0.9
142,คลองผดุงกรุงเกษม,สถานีสูบน้ำกรุงเกษม,29.6,29.1,29,29.2,7,6.8,7.4,7.2,1.1,0.4,2.3,1.7,0,0.1,0,0.3,10.8,16.5,5.5,9.7,41.9,67.5,71.8,57.2,15,31.6,10.6,22.5,5.8,5.5,5.4,6.4,3.4,3.5,3,4.2,0.2,0.2,0.3,0.5,1.7,1.8,1.8,2.7,0.6,0.7,0.7,0.7
143,คลองผดุงกรุงเกษม,สถานีรถไฟกรุงเทพ,29.6,29.1,29,29.2,7,6.9,7.4,7.3,0.8,0.4,1.2,0.8,0,0.1,0,0.2,11.8,14.7,7.3,11.4,36,44.5,61.9,59.7,15.5,18.9,10.9,23.4,5.4,5.5,5.9,7.5,3.2,3.3,3.5,4.6,0.1,0.2,0.3,0.3,1.6,1.6,1.9,1.7,0.5,0.7,0.7,0.7
144,คลองผดุงกรุงเกษม,หน้ากรมวิเทศสหการ,29.6,29.1,29,29.2,7,6.9,7.5,7.3,1.7,1.1,3.7,2.2,0,0,0,0.1,6.7,9.5,4.5,8.3,50.4,34.9,106.9,59.3,17,17.8,18.1,20.3,4.3,4.1,4,4.9,2.5,2,2,2.1,0.2,0.2,0.4,0.5,1.7,1.7,2.3,2.6,0.4,0.4,0.4,0.5
145,คลองผดุงกรุงเกษม,ตลาดเทวราช,29.6,29.1,29,29.2,7,6.8,7.4,7.3,1.9,0.9,2.4,2.4,0,0,0,0,8,10.2,7.7,7.6,40.8,57.4,140.1,53.7,16.3,24.5,21.4,20.6,3.7,3.7,5.7,3.5,1.8,1.2,2.1,1.4,0.2,0.2,0.5,0.4,1.8,1.8,2.3,2.8,0.3,0.3,0.4,0.4
146,คลองผดุงกรุงเกษม,ปตร.เทเวศร์,29.6,29.1,29,29.2,7,7,7.4,7.3,1.9,2.9,2.9,3,0,0,0,0,8.8,3.5,4.1,5.6,35.5,30.2,101.5,50.2,14.9,29.4,23.6,22.6,3.9,2.6,3.6,3.2,2.2,0.2,0.8,0.6,0.2,0.2,0.4,0.3,1.8,1.9,2.5,3.1,0.4,0.4,0.3,0.3
147,คลองไผ่สิงโต,ตลาดคลองเตย,28.8,29.1,29.4,29.6,7,6.9,7.2,7.1,0.2,0,0,0.1,0.4,0.3,1.5,0.6,22.1,43.7,32.8,27.3,79.9,145.5,140.1,89.8,16.7,23.1,23.4,17.1,8.7,13.9,14.9,13.2,5.5,10.1,13.3,10.6,0.1,0.1,0.2,0.2,2.9,2.3,2.2,2.4,0.8,1.4,1.3,1.2
148,คลองไผ่สิงโต,ข้างโรงงานยาสูบ,28.8,29.1,29.4,29.6,7,6.9,7.2,7.2,0.1,0,0,0.3,0.3,0.1,1.1,0.3,22,29.2,28.6,23.3,71.6,127.3,157.4,82.9,18.5,34.7,19.5,17.3,12.2,11.5,13.7,13.1,8.3,7.7,10.7,10.1,0.1,0.1,0.2,0.2,2.8,2.4,2.2,2.5,0.8,1.3,1.3,1.2
149,คลองไผ่เหลือง,ถ.สุวินทวงศ์ ม.รุ่งสินก่อสร้าง,29.3,29.1,29.1,29.3,6.9,7,7.3,6.2,1.3,2.6,2.9,0,0,0,0.1,11.6,4.3,5.1,5.8,103.3,41,47,138.4,284.7,15.2,38,29.5,16,3.1,2.7,4.4,4.1,1,0.4,1.5,0.8,0.1,0.2,0.1,0,2.3,2.5,2.2,2.2,0.3,0.2,0.4,0.3
150,คลองพญาเวิก,ถ.ลาดพร้าว (ซ.ลาดพร้าว 5/1) ,30.9,29.2,29.4,29.2,7.1,7,7.5,7.3,0,0.3,0.9,1,1,0.2,0.2,0.6,24.3,24.4,24.6,18.3,74.1,101.7,105.3,71.9,23.8,42.5,18.1,21,14.7,13.2,15.8,16.5,11.2,10.2,13.6,12,0,0.2,0.1,0.1,2.4,2.1,2.1,2.2,0.9,1.4,1.3,1.2
151,คลองพระโขนง,ปตร.พระโขนง,30.1,29.4,29.4,30,7.1,7.1,7.3,7.3,1.2,3.5,0.4,1.2,0,0.1,0.2,0.3,9.3,9.8,13.6,11.7,51.5,69.2,108.9,76.9,24.8,26.5,15.3,25.3,6.9,7.6,8.8,11.3,3.6,4.4,7.2,6.9,0.1,0.2,0.3,0.1,2.1,2.2,1.7,2.4,0.6,0.8,1.1,1
152,คลองพระโขนง,สะพานพระโขนง (ถ.สุขุมวิท),30.1,29.4,29.4,30,7.1,7.1,7.4,7.3,1,2.5,0.5,0.3,0,0.1,0.1,1.1,8.6,9.1,11.3,11.4,48.4,59.8,146,73.8,19.4,25.7,17,21.6,6.9,6.8,9.6,11,3.5,4.3,7.7,8,0.1,0.2,0.3,0.1,2.1,2.1,1.6,2.5,0.6,0.8,1.1,1
153,คลองพระครู,ถ.จรัญสนิทวงศ์,30.5,30.8,30.8,30.3,7.5,7.5,7.4,7.4,3.3,3.2,2.7,1.7,0,0,0,0,6,6.2,7.1,10,61.8,81.5,63.5,56.2,21,19.3,15.4,22.1,2.4,2.7,2.6,2.5,0.5,0.8,0.8,0.9,0.7,0.7,0,0.2,0.5,0.4,0.2,0.2,2.2,1.8,1.9,1.7
154,คลองพังพวย,ถ.สุขาภิบาล 1,29.4,29,29.4,29.3,7.1,7.1,7.5,7.5,0.5,0,0.9,1.1,0.7,0.4,0.3,1.5,17.9,20.3,21.3,22.4,71.8,88.8,217.9,82.8,33.3,23.5,30.9,32,8.2,10.6,13.2,15.7,5,7.7,9.7,11.3,0,0.1,0.4,0.1,2.5,2,2.9,2.6,0.7,1.2,1.3,1.1
155,คลองพังพวย,หลังแฟลตคลองจั่น ซ.57,29.4,29,29.4,29.3,7.3,7.2,7.6,7.9,3.7,2.6,3.3,5.9,0.2,0,0.1,0.2,13.6,13.8,18.5,26.3,71.3,70.9,121.9,79.3,28.3,24.4,15.8,31.6,5.4,8.2,15,16.6,2.5,5.4,11.1,11.1,0.2,0.4,0.3,0.2,3.4,2.6,2.6,2.5,0.8,1.1,1.3,1.2
156,คลองภาษีเจริญ,โรงเรียนวัดรางบัว (ถ.เพชรเกษม 33),30.6,30.9,30.5,30.4,7.5,7.5,7.4,7.5,3.6,2.9,3,2.9,0,0,0,0,9,7.4,7.1,7.8,59.1,69.5,67.3,54.7,12.6,11.8,14.4,12.6,1.4,2.1,2.6,2.4,0.6,1,0.8,0.9,0.7,0.4,0.2,0.2,0.4,0.6,0.4,0.3,1.4,1.5,1.6,1.5
157,คลองภาษีเจริญ,ถ.มาเจริญ (ถ.เพชรเกษม 81),30.5,30.8,30.6,30.4,7.5,7.5,7.4,7.5,3.9,2.9,3.3,2.9,0,0,0,0,8.2,7.4,6.8,7.6,56.7,58.9,52.3,48,13.7,12.1,13.6,12.1,1.8,1.8,2.8,2.6,0.9,0.8,1,1,0.7,0.4,0.2,0.2,0.5,0.5,0.5,0.4,1.4,1.3,2,2.1
158,คลองมหานาค,สะพานดำรัส,29.6,29.1,29,29.2,6.9,6.9,7.4,7.2,1.5,1.2,1.9,0.6,0,0,0,0.2,9.8,10.5,5.5,12.3,88.8,62.2,226.1,66.5,45.5,32.7,28.9,24.6,4.8,5.2,5,6.9,2.9,2.5,2.6,4.3,0.2,0.2,0.3,0.3,1.7,1.8,1.9,2,0.4,0.5,0.5,0.7
159,คลองมหานาค,สะพานเจริญราษฎร์,29.6,29.1,29,29.2,7,6.9,7.4,7.2,1.1,1,2.1,1.3,0,0,0,0,14.7,10.9,5.5,10.1,105.7,59.1,128.1,84.7,53.9,36.1,28.1,35.3,5.2,5.2,4.6,6,3.7,2.7,2.8,3.9,0.2,0.3,0.4,0.3,1.7,1.7,2.1,1.6,0.7,0.5,0.5,0.6
160,คลองมหานาค,เจริญผล,29.6,29.1,29,29.2,7,6.9,7.4,7.3,1.1,0.6,2.1,1.8,0,0,0,0,14.2,18.5,6.9,11.5,67.1,82.6,87.5,78.4,40,47.5,25.3,44.2,5.8,7.1,4.7,4.7,3.5,3.9,2.6,3,0.3,0.2,0.4,0.4,1.9,1.7,2.4,2.1,0.7,0.7,0.6,0.7
161,คลองมหาศร,เลียบคลองภาษีเจริญฝั่งเหนือ ซ.5,29.6,29.2,30.1,28.9,7.1,6.9,7.4,7.2,3.1,2.5,2.4,2.2,0,0.1,0,0.1,4.4,5.7,2.5,6.2,24.3,43.9,40.5,37.3,13.4,18.3,8.6,11.7,3.8,3.6,8.7,8,1.5,1.8,6.2,5.1,0.2,0.4,0.5,0.4,3.8,3,2.2,1.8,0.4,0.3,0.5,0.6
162,คลองมหาศร,ถ.เพชรเกษม 112 โรงเรียนเทคโนโลยีหมู่บ้านครู,29.6,29.2,30.1,28.9,7.1,7,7.4,7.2,3.6,3.4,2.6,3.1,0.1,0,0,0,4,3.6,4.8,5.4,28.1,36.8,40,47,8.7,9.9,7.8,11.9,4,3.3,8.1,7.2,0.9,1.2,6,5,0.2,0.5,0.4,0.4,4.1,3.4,2.1,2.1,0.4,0.3,0.5,0.4
163,คลองมหาศร,ถ.เพชรเกษม 112 สะพาน 3 แยกไปทวีวัฒนา,29.6,29.2,30.1,28.9,7.1,6.9,7.4,7.2,3.1,3.1,2.4,3.3,0,0,0,0,4.3,4.8,3,5.7,31.7,44.4,92.6,34.2,12.4,25.2,17.4,10.6,3.5,3.4,7.9,7.4,1.3,1.3,6.3,4.9,0.3,0.5,0.3,0.4,3.8,3.5,1.9,1.9,0.4,0.4,0.7,0.4
164,คลองมหาสวัสดิ์,หน้าวัดชัยพฤกษ์,30.5,31,30.4,29.9,7.5,7.5,7.5,7.4,3.3,2.7,2.9,3.2,0,0,0,0,6.3,5.6,8.4,7.3,60.7,66.8,51.5,57.2,18,12.9,12.5,12.4,2.7,2.5,2.2,2.3,0.6,0.8,1,0.9,0.4,0.4,0,0,0.5,0.4,0.2,0.2,2.1,1.8,1.9,1.5
165,คลองมอญ,ถ.อรุณอัมรินทร์,30.5,30.7,30.8,30.4,7.5,7.5,7.5,7.4,3.8,3.4,2.9,2.3,0,0,0,0,7.1,6.5,7.3,7.7,58.5,61.4,53,58.5,17.7,13.3,14.4,19.5,3.1,3.2,2.7,2.2,1,1.1,0.9,1.1,0.6,0.3,0.1,0,0.3,0.3,0.6,0.2,1.6,1.5,1.9,1.5
166,คลองมอญ,ถ.จรัญสนิทวงศ์,30.7,30.6,30.6,30.3,7.5,7.5,7.5,7.5,3.1,3,2.8,2.4,0,0,0,0,5.3,6.7,7.1,7.8,56.3,66.1,51.1,54,19.5,15.2,14.8,20.4,3.1,3,2.5,2.4,1.1,1.2,0.9,0.8,0.6,0.4,0.2,0.1,0.4,0.7,0.9,0.4,1,1.6,1.8,1.3
167,คลองมะขามเทศ,ถ.เฉลิมพระเกียรติ ร.9 ซ.51,30.3,28.8,29.1,29.8,7.1,7,7.4,7.1,1.5,1.3,1.7,1.9,0.1,0,0.2,0.7,8.4,7.5,8,10.8,54.8,51.5,66.5,41.6,9,14.8,13.1,11.9,4.8,5.2,5.3,6.4,2.9,2.6,3.4,4.2,0.3,0.3,0.4,0.2,2.9,2.6,2.7,2.5,0.5,0.7,0.8,0.7
168,คลองมะนาว,ถ.รัชดาภิเษก ถ.พระรามที่ 4,27.8,28.9,29.8,29.5,7.2,7,7.4,7.3,0.4,0.2,0.2,0.3,0.5,0.1,0.8,1.6,34.2,41.5,26.1,33.2,127.9,140.4,120.5,131.3,24,46.8,24,25.1,13.1,13.1,13,16.8,9,7.9,11.4,13.9,0.1,0.3,0.2,0.1,2.6,2.1,2,2.3,0.9,1.1,1.3,1.3
169,คลองรหัส,ถ.เสรีไทย 57,30.7,29.3,29.6,29,7.3,7.4,7.6,7.4,3.3,3.9,2.1,1.7,0,0,0,0,9,15.8,11.8,12.7,45.9,85.8,167.6,61.6,32.5,34,21.9,22.6,8.8,7.8,14.8,13.2,5.2,6.1,9.6,9.8,0.3,0.1,0.2,0.2,2.3,2.6,2.7,2.2,0.6,1,1.3,1.1
170,คลองรอบกรุง,สะพานผ่านฟ้า,29.2,28.5,29.1,29.3,6.9,6.8,7.4,7.2,0.6,0.7,1,0.5,0,0,0.1,0.4,8.8,7.8,7.9,10.3,38.1,52.9,71.1,55.3,29.3,25.9,14.5,23.4,5.2,4.5,5.8,6.7,2.5,2,2.8,3.8,0.2,0.2,0.4,0.2,1.5,1.7,2.8,1.6,0.5,0.5,0.6,0.7
171,คลองรอบกรุง,หลังตลาดนานา,29.2,28.5,29.1,29.3,7,7,7.4,7.3,2.5,2.7,2.7,2.5,0,0,0,0.1,7.8,7.7,6.9,10.5,39.8,34.4,73.9,42.5,20.8,31.4,12.8,27,4.4,3.9,5.7,5.8,2.5,1.3,2.2,2.4,0.1,0.2,0.6,0.4,1.7,2,2.9,2.2,0.4,0.5,0.6,0.6
172,คลองรอบกรุง,ปตร.บางลำภู,29.2,28.5,29.1,29.3,7.1,6.9,7.4,7.3,2.4,2.9,2,3.4,0,0,0,0,4.3,6.5,9.6,8.3,29.1,39.5,96.1,58.2,19.1,35.3,14.4,22.4,3.1,3.7,5.9,3.5,1.2,1.6,2.8,1.4,0.2,0.1,0.4,0.4,2,2,2.4,2.6,0.3,0.4,0.7,0.4
173,คลองรอบกรุง,ปตร.โอ่งอ่าง,29.2,28.5,29.1,29.3,7,7,7.3,7.3,2.4,2.6,1.6,3.4,0,0,0,0,3.7,3.4,8.6,6.1,30.5,28.6,73.8,68.6,30.8,24.5,15.5,43.3,3.4,2.4,6.9,3.1,1.1,0,3.3,0.5,0.1,0.1,0.2,0.3,2.4,1.7,2.4,3,0.3,0.2,0.6,0.4
174,คลองรอบกรุง,สะพานดำรงสถิต (ถ.เจริญกรุง),29.2,28.5,29.1,29.3,6.9,6.8,7.3,7.2,1,0.6,0.2,0.2,0,0.1,0.1,0.2,10.8,15.4,13.6,11.9,38.2,52.6,70.1,61.4,15.8,16.6,11.4,19.9,6.5,6.7,6.3,6.9,3.1,4.4,4.3,4.6,0.2,0.3,0.3,0.3,1.6,1.7,2,1.7,0.5,0.8,0.7,0.8
175,คลองรอบกรุง,สะพานสมมตอมรมารค (ถ.บำรุงเมือง),29.2,28.5,29.1,29.3,6.9,6.8,7.3,7.2,0.7,0.4,0.1,0.2,0,0.1,0.3,0.2,12.4,14.4,12.4,13.6,38.1,49.2,92.8,69.4,14.5,17.5,14.9,19.4,5.4,5.9,6.6,8.4,2.7,3.6,4.4,5.4,0.2,0.2,0.3,0.3,1.8,1.7,2.7,1.6,0.5,0.7,0.8,0.8
176,คลองรางหอกหัก,ปตร.วัดลูกโค,30.8,30.6,30.8,30.2,7.5,7.4,7.5,7.4,4.1,4,4.5,4.3,0,0,0,0,6.6,5.7,6.4,6,64.7,59.6,61.8,54,30.4,10.5,14,40.2,3.1,3.4,2.7,2.3,1,1.2,1.2,1.1,0.7,0.4,0.2,0.1,0.4,1,0.4,0.6,1.9,1.7,1.8,1.7
177,คลองรางหอกหัก,ปตร.เรือสัญจร,30.7,30.9,30.9,30.3,7.5,7.4,7.4,7.4,4,4.1,4.9,4.1,0,0,0,0,7.5,5.7,6.8,6.6,80.2,44,50.8,50.7,28.9,12.6,17.6,24.3,2.7,3.1,2.7,2.6,1.1,1.1,1,1.1,0.8,0.7,0,0,0.5,0.8,0.4,0.2,1.5,1.7,1.5,1.6
178,คลองราษฎร์บูรณะ,ถ.ราษฎร์บูรณะ,30.8,30.5,31.1,30,7.4,7.5,7.4,7.4,2.7,2.5,3.1,2.5,0,0,0,0,5.7,6.8,6.7,9.3,69.2,59.3,53.6,51.6,18.8,15.2,13.3,21.8,2,2.4,3.2,2.5,1.2,1.2,0.9,1,0.8,0.4,0.2,0,0.5,0.2,0.4,0.3,1.5,1.5,1.7,1.4
179,คลองราษฎร์บูรณะ,ถ.สุขสวัสดิ์,30.8,30.5,30.6,30,7.5,7.5,7.4,7.4,2.2,2.5,3.5,2.7,0,0,0,0,6.4,6.8,6.7,9.6,55.2,53.1,48.8,50.2,15.7,13.9,10,19.3,3.5,2.8,2.5,2.4,1.1,1,1,0.8,0.7,0.5,0,0,0.4,0.7,0.2,0.2,1.9,1.7,2.1,1.9
180,คลองโรงน้ำมัน,ถ.พระรามที่ 3 ข้างปั๊มน้ำมันบางจาก,27.8,28.9,29.8,29.5,7.1,7,7.4,7.3,1.9,2.5,1.1,1,0,0,0.8,0.8,10.3,6.6,11.1,13.2,44.3,30.4,63.6,79.3,22.7,23.5,15.3,17.6,5.7,3.5,7.6,11.1,3.1,1.4,5,7.7,0.1,0.4,0.4,0.2,1.6,1.9,2.1,2,0.4,0.4,0.8,1.3
181,คลองลาดกระบัง,ถ.ลาดกระบัง วัดลาดกระบัง,28.8,28.8,29.5,30.1,6.9,6.8,7.4,7.3,1.7,1.5,2.4,2.2,0,0,0,0,4.4,3.9,5.8,7,36.7,49.2,106.9,61.6,11.3,23,16.6,20.8,2.9,4.1,5.5,7.1,1.2,1.1,2.9,4.3,0.2,0.5,0.5,0.2,2.5,2.4,2.9,2.4,0.4,0.3,0.6,0.6
182,คลองลาดบัวขาว,ถ.ราษฎร์พัฒนา โรงเรียนสุเหร่าลาดบัวขาว,29.4,29.4,29.6,28.9,7,6.9,7.6,7.2,1.9,2.4,4.3,2.6,0,0,0,0.1,6.8,6.4,6.1,9.7,45.6,45.1,77.3,65.7,24.9,21.7,12.6,22.7,5.2,5.3,10.2,10.6,3.2,2.5,5.1,8.8,0.1,0.2,0.5,0.2,2.2,2,2.1,2.3,0.4,0.5,0.9,0.9
183,คลองลาดบัวขาว,วัดลาดบัวขาว,29.4,29.4,29.6,28.9,7.1,7,7.6,7.2,2.6,2.7,4.9,2.4,0,0,0,0,7.3,6.1,5.9,8.1,48.6,45.1,72.6,64.1,22.6,24.4,15.3,19.9,5.3,4.6,9,9.4,3.1,2.4,5.3,6.9,0.2,0.2,0.4,0.2,2.3,2.1,2.2,2.3,0.5,0.5,0.9,0.9
184,คลองลาดพร้าว,ถ.ประชาอุทิศ,28.9,29,29.5,29.6,7,7,7.3,7.2,0.3,0.7,0.3,0.2,0.8,0.1,0.2,2.4,11.3,12.5,13.4,14.4,56,50,85.1,72.7,11.8,21,13.4,15.7,8.2,7.7,11,9.4,4.6,5,8.8,7.2,0,0.2,0.2,0.1,2.2,2,2,2.3,0.5,0.8,1.1,0.9
185,คลองลาดพร้าว,โรงเรียนพิบูลอุปถัมภ์ (ถ.ลาดพร้าว),28.9,29,29.5,29.6,7,7,7.4,7.2,0.1,0.6,0,0.3,0.9,0.1,0.4,2,12.1,12.2,14.4,15,47,51.6,98.9,64.1,11.6,26.5,22,16,7.4,7.5,15.4,11.3,4.3,4.4,9.5,7.8,0.1,0.2,0.2,0.1,2.2,2,1.9,2.2,0.5,0.8,1.1,1
186,คลองลาดพร้าว,วัดบางบัว,28.9,29,29.5,29.6,7,7,7.3,7.2,0.6,1.5,0.7,0.8,0.2,0,0.2,1.3,8.8,8.5,8.8,9.9,40.1,52.1,69.9,60.8,11.5,22.9,14.4,17.9,6.6,6.4,9.3,9.7,3.1,3.8,7.4,6.2,0.1,0.2,0.2,0.2,2.1,2,1.9,2.1,0.5,0.7,0.9,0.9
187,คลองลาดพร้าว,ถ.เกษตร - นวมินทร์,28.9,29,29.5,29.6,7,7,7.3,7.2,0.4,1.2,0.7,0.6,0.3,0,0.1,0.8,9.9,9.2,8.1,11.3,41.6,56.6,73.1,67.1,12.1,22.9,15.3,17.8,8.1,6.5,12,10.5,4.4,4.3,7.5,6.9,0.1,1,0.3,0.1,2.1,2.2,1.9,2.1,0.5,0.6,0.9,0.9
188,คลองลาดยาว,ถ.วิภาวดีรังสิต,30.9,29.2,29.5,29.2,7.3,7,7.4,7.2,0.6,1.3,0.3,0.1,0.1,0.1,0.3,2.3,22.5,31.4,29.1,24.3,76.7,112.4,119.6,86.3,35.4,31.8,19.5,18.9,10.5,12.9,12.3,17.3,7.8,9.5,10.1,13.9,0,0.2,0.1,0,2.3,2.1,3,2.4,0.8,1.6,1.3,1.1
189,คลองลาดยาว,ถ.รัชดาภิเษก,30.9,29.2,29.5,29.2,7,7,7.5,7.3,0,0.4,0.4,0.1,1.9,0.2,0.7,1.8,52.5,37.8,25.9,25.8,144.1,145.8,139.3,93.3,31.5,57.5,18,16.2,22.3,13.9,15.4,18,17.2,10.5,13.6,14.7,0,0.2,0.1,0,2.8,2.2,3,2.5,1,1.6,1.3,1.1
